Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
2020,Luc Mbah a Moute,F,80,230,33,HOU,3,11,UCLA,2008 Rnd 2 Pick 7,Cameroon
2020,Jordan McRae,G,77,179,28,"DEN, DET, WAS",37,3,Tennessee,2014 Rnd 2 Pick 28,United States
2020,Eric Mika,F,82,233,25,SAC,1,0,Brigham Young,"2017 NBA Draft, Undrafted",United States
2020,Malcolm Miller,SF,78,203,26,TOR,28,2,Holy Cross,"2015 NBA Draft, Undrafted",United States
2020,Johnathan Motley,F,82,230,24,LAC,13,2,Baylor,"2017 NBA Draft, Undrafted",United States
2020,Dzanan Musa,SG,81,217,20,BRK,40,1,Cedevita (Croatia),2018 Rnd 1 Pick 29,Bosnia and Herzegovina
2020,Shabazz Napier,PG,73,180,28,"MIN, WAS",56,5,Connecticut,2014 Rnd 1 Pick 24,United StatesPuerto Rico
2020,Joakim Noah,FC,83,230,35,LAC,5,12,Florida,2007 Rnd 1 Pick 9,FranceUnited States
2020,Zach Norvell,SG,77,205,22,"GOS, LAL",5,0,Gonzaga,"2019 NBA Draft, Undrafted",United States
2020,Kyle O'Quinn,F,82,250,29,PHI,29,7,Norfolk State,2012 Rnd 2 Pick 19,United States
2020,Elie Okobo,PG,75,190,22,PHX,55,1,Pau-Orthez (France),2018 Rnd 2 Pick 1,France
2020,Tariq Owens,PF,82,205,24,PHX,3,0,Texas Tech,"2019 NBA Draft, Undrafted",United States
2020,Jeremy Pargo,PG,74,219,33,GSW,3,2,Gonzaga,"2009 NBA Draft, Undrafted",United States
2020,Chandler Parsons,SF,82,230,31,ATL,5,8,Florida,2011 Rnd 2 Pick 8,United States
2020,Shamorie Ponds,SG,73,180,21,TOR,4,0,St. John's,"2019 NBA Draft, Undrafted",United States
2020,Josh Reaves,SG,77,214,22,DAL,4,0,Penn State,"2019 NBA Draft, Undrafted",United States
2020,Thabo Sefolosha,GF,79,220,35,HOU,41,13,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
2020,Marial Shayok,G,78,206,24,PHI,4,0,Iowa State,2019 Rnd 2 Pick 24,Canada
2020,J.R. Smith,SG,78,225,34,LAL,6,15,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
2020,Zhaire Smith,SG,76,199,20,PHI,7,1,Texas Tech,2018 Rnd 1 Pick 16,United States
2020,Omari Spellman,PF,80,245,22,GSW,49,1,Villanova,2018 Rnd 1 Pick 30,United States
2020,Caleb Swanigan,C,81,260,22,"POR, SAC",27,2,Purdue,2017 Rnd 1 Pick 26,United States
2020,Lance Thomas,F,80,240,31,BRK,7,8,Duke,"2010 NBA Draft, Undrafted",United States
2020,Allonzo Trier,SG,77,200,24,NYK,24,1,Arizona,"2018 NBA Draft, Undrafted",United States
2020,Evan Turner,GF,79,220,31,ATL,19,9,Ohio State,2010 Rnd 1 Pick 2,United States
2020,Jarrod Uthoff,F,81,221,26,"MEM, WAS",7,1,Iowa,"2016 NBA Draft, Undrafted",United States
2020,Dion Waiters,SG,76,215,28,"LAL, MIA",10,7,Syracuse,2012 Rnd 1 Pick 4,United States
2020,Johnathan Williams,PF,81,228,24,WAS,15,1,Gonzaga,"2018 NBA Draft, Undrafted",United States
2020,Marvin Williams,SF,81,237,33,"CHA, MIL",58,14,North Carolina,2005 Rnd 1 Pick 2,United States
2020,Nigel Williams-Goss,SG,75,190,25,UTA,10,0,Gonzaga,2017 Rnd 2 Pick 25,United States
2020,Justin Wright-Foreman,SG,74,190,22,UTA,4,0,Hofstra,2019 Rnd 2 Pick 23,United States
2020,Tyler Zeller,C,84,250,30,SAS,2,7,North Carolina,2012 Rnd 1 Pick 17,United States
2020,Ante Zizic,C,83,254,23,CLE,22,2,KK Cibona (Croatia),2016 Rnd 1 Pick 23,Croatia
2019,Alex Abrines,GF,78,190,25,OKC,31,2,Barca (Spain),2013 Rnd 2 Pick 2,Spain
2019,Quincy Acy,F,79,240,28,PHX,10,6,Baylor,2012 Rnd 2 Pick 7,United States
2019,Deng Adel,SF,79,196,22,CLE,19,0,Louisville,"2018 NBA Draft, Undrafted",South SudanAustralia
2019,DeVaughn Akoon-Purcell,GF,78,200,25,DEN,7,0,Illinois State,"2016 NBA Draft, Undrafted",United States
2019,Rawle Alkins,SG,77,225,21,CHI,10,0,Arizona,"2018 NBA Draft, Undrafted",United States
2019,Ike Anigbogu,C,81,252,20,IND,3,1,UCLA,2017 Rnd 2 Pick 17,United States
2019,Ron Baker,G,76,220,25,"NYK, WAS",15,2,Wichita State,"2016 NBA Draft, Undrafted",United States
2019,Wade Baldwin IV,G,76,220,22,POR,16,2,Vanderbilt,2016 Rnd 1 Pick 17,United States
2019,Jerryd Bayless,G,75,210,30,MIN,34,10,Arizona,2008 Rnd 1 Pick 11,United States
2019,Michael Beasley,PF,81,235,30,LAL,26,10,Kansas State,2008 Rnd 1 Pick 2,United States
2019,Dairis Bertans,SG,76,190,29,NOP,12,0,BK Ventspils (Latvia),"2011 NBA Draft, Undrafted",Latvia
2019,Antonio Blakeney,SG,76,197,22,CHI,57,1,LSU,"2017 NBA Draft, Undrafted",United States
2019,Jaron Blossomgame,F,80,220,25,CLE,27,0,Clemson,2017 Rnd 2 Pick 29,United States
2019,Andrew Bogut,C,84,260,34,GSW,11,13,Utah,2005 Rnd 1 Pick 1,Australia
2019,Isaiah Briscoe,PG,75,210,22,ORL,39,0,Kentucky,"2017 NBA Draft, Undrafted",United States
2019,MarShon Brooks,GF,77,200,30,MEM,29,4,Providence,2011 Rnd 1 Pick 25,United States
2019,Lorenzo Brown,SG,77,189,28,TOR,26,4,NC State,2013 Rnd 2 Pick 22,United StatesSpain
2019,Jose Calderon,G,75,200,37,DET,49,13,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain
2019,Isaiah Canaan,G,72,200,27,"MIL, MIN, PHX",30,5,Murray State,2013 Rnd 2 Pick 4,United States
2019,Omri Casspi,F,81,225,30,MEM,36,9,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel
2019,Troy Caupain,G,76,210,23,ORL,4,0,Cincinnati,"2017 NBA Draft, Undrafted",United States
2019,Tyler Cavanaugh,F,81,240,25,UTA,11,1,George Washington,"2017 NBA Draft, Undrafted",United States
2019,Ian Clark,G,75,175,27,NOP,60,5,Belmont,"2013 NBA Draft, Undrafted",United States
2019,"Bonzie Colson, Jr.",PF,77,225,23,MIL,8,0,Notre Dame,"2018 NBA Draft, Undrafted",United States
2019,Mitchell Creek,G,78,225,26,"BRK, MIN",5,0,Adelaide (Australia),"2014 NBA Draft, Undrafted",Australia
2019,Dante Cunningham,F,80,230,31,SAS,64,9,Villanova,2009 Rnd 2 Pick 3,United States
2019,Deyonta Davis,PF,81,237,22,ATL,9,2,Michigan State,2016 Rnd 2 Pick 1,United States
2019,Tyler Davis,C,82,266,21,OKC,1,0,Texas A&M,"2018 NBA Draft, Undrafted",United StatesPuerto Rico
2019,Angel Delgado,C,82,230,24,LAC,2,0,Seton Hall,"2018 NBA Draft, Undrafted",Dominican Republic
2019,Luol Deng,GF,81,220,33,MIN,22,14,Duke,2004 Rnd 1 Pick 7,EnglandSouth Sudan
2019,Marcus Derrickson,PF,79,271,23,GSW,11,0,Georgetown,"2018 NBA Draft, Undrafted",United States
2019,Tyler Dorsey,SG,75,183,23,"ATL, MEM",48,1,Oregon,2017 Rnd 2 Pick 11,United StatesGreece
2019,Trevon Duval,PG,75,186,20,MIL,3,0,Duke,"2018 NBA Draft, Undrafted",United States
2019,Vince Edwards,SF,80,225,22,HOU,2,0,Purdue,2018 Rnd 2 Pick 22,United States
2019,Jawun Evans,PG,72,190,22,"OKC, PHX",8,1,Oklahoma State,2017 Rnd 2 Pick 9,United States
2019,Tyreke Evans,G,78,220,29,IND,69,9,Memphis,2009 Rnd 1 Pick 4,United States
2019,Kenneth Faried,F,80,220,29,"BRK, HOU",37,7,Morehead State,2011 Rnd 1 Pick 22,United States
2019,Raymond Felton,PG,73,205,34,OKC,33,13,North Carolina,2005 Rnd 1 Pick 5,United States
2019,Jimmer Fredette,G,74,195,30,PHX,6,5,Brigham Young,2011 Rnd 1 Pick 10,United States
2019,Channing Frye,FC,84,255,35,CLE,36,13,Arizona,2005 Rnd 1 Pick 8,United States
2019,Billy Garrett,SG,78,215,24,NYK,4,0,DePaul,"2017 NBA Draft, Undrafted",United States
2019,Pau Gasol,FC,84,250,38,"MIL, SAN",30,17,Barca (Spain),2001 Rnd 1 Pick 3,Spain
2019,Marcin Gortat,FC,83,240,35,LAC,47,11,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland
2019,Donte Grantham,PF,80,215,23,OKC,3,0,Clemson,"2018 NBA Draft, Undrafted",United States
2019,Gerald Green,GF,79,205,33,HOU,73,11,Gulf Shores Academy (Texas),2005 Rnd 1 Pick 18,United States
2019,Daniel Hamilton,SG,79,195,23,ATL,19,1,Connecticut,2016 Rnd 2 Pick 26,United States
2019,Devin Harris,G,75,185,36,DAL,68,14,Wisconsin,2004 Rnd 1 Pick 5,United States
2019,Andrew Harrison,G,76,210,24,"CLE, MEM, NOP",17,2,Kentucky,2015 Rnd 2 Pick 14,United States
2019,Isaiah Hicks,PF,80,233,24,NYK,3,1,North Carolina,"2017 NBA Draft, Undrafted",United States
2019,John Holland,SF,77,205,30,CLE,1,2,Boston University,"2011 NBA Draft, Undrafted",United StatesPuerto Rico
2019,Isaac Humphries,C,83,255,21,ATL,5,0,Kentucky,"2017 NBA Draft, Undrafted",Australia
2019,R.J. Hunter,G,78,190,25,BOS,1,3,Georgia State,2015 Rnd 1 Pick 28,United States
2019,Andre Ingram,G,75,184,33,LAL,4,1,American University,"2007 NBA Draft, Undrafted",United States
2019,Demetrius Jackson,G,73,200,24,PHI,6,2,Notre Dame,2016 Rnd 2 Pick 15,United States
2019,John Jenkins,SG,76,215,27,"NYK, WAS",26,5,Vanderbilt,2012 Rnd 1 Pick 23,United States
2019,Jonas Jerebko,F,82,231,31,GSW,73,9,Edilnol Pallacanestro Biella (Italy),2009 Rnd 2 Pick 9,Sweden
2019,Amir Johnson,PF,81,240,31,PHI,51,13,Westchester High School (California),2005 Rnd 2 Pick 26,United States
2019,Wesley Johnson,GF,79,215,31,"NOP, WAS",38,8,Syracuse,2010 Rnd 1 Pick 4,United States
2019,Jalen Jones,SG,79,220,25,CLE,16,1,Texas A&M,"2016 NBA Draft, Undrafted",United States
2019,Terrence Jones,PF,81,255,27,HOU,2,5,Kentucky,2012 Rnd 1 Pick 18,United States
2019,Kosta Koufos,C,84,265,30,SAC,42,10,Ohio State,2008 Rnd 1 Pick 23,United StatesGreece
2019,"Walt Lemon, Jr.",G,75,180,26,CHI,6,1,Bradley,"2014 NBA Draft, Undrafted",United States
2019,Jon Leuer,PF,82,228,29,DET,41,7,Wisconsin,2011 Rnd 2 Pick 10,United States
2019,Jeremy Lin,G,75,200,30,"ATL, TOR",74,8,Harvard,"2010 NBA Draft, Undrafted",United States
2019,Shaun Livingston,G,79,192,33,GSW,64,14,Peoria Central High School  (Illinois),2004 Rnd 1 Pick 4,United States
2019,Zach Lofton,G,76,180,26,DET,1,0,New Mexico State,"2018 NBA Draft, Undrafted",United States
2019,Jordan Loyd,G,76,210,25,TOR,12,0,Indianapolis,"2016 NBA Draft, Undrafted",United StatesSerbia
2019,Kalin Lucas,PG,73,195,29,DET,1,1,Michigan State,"2011 NBA Draft, Undrafted",United StatesIsrael
2019,Tyler Lydon,PF,82,225,22,DEN,25,1,Syracuse,2017 Rnd 1 Pick 24,United States
2019,Scott Machado,G,73,201,28,LAL,4,1,Iona,"2012 NBA Draft, Undrafted",United StatesBrazil
2019,Shelvin Mack,G,75,203,28,"CHA, MEM",57,7,Butler,2011 Rnd 2 Pick 4,United States
2019,Jarell Martin,F,82,239,24,ORL,42,3,LSU,2015 Rnd 1 Pick 25,United States
2019,Yante Maten,PF,79,240,22,MIA,2,0,Georgia,"2018 NBA Draft, Undrafted",United States
2019,Tahjere McCall,G,76,190,24,BRK,1,0,Tennessee State,"2017 NBA Draft, Undrafted",United States
2019,Jodie Meeks,G,76,210,31,TOR,8,9,Kentucky,2009 Rnd 2 Pick 11,United States
2019,Salah Mejri,C,85,235,32,DAL,36,3,Etoile Sportive du Sahel (Tunisia),"2008 NBA Draft, Undrafted",Tunisia
2019,Nikola Mirotic,F,82,250,28,"MIL, NOP",46,4,Real Madrid (Spain),2011 Rnd 1 Pick 23,MontenegroSpain
2019,Eric Moreland,FC,82,238,27,"PHX, TOR",5,3,Oregon State,"2014 NBA Draft, Undrafted",United States
2019,Donatas Motiejunas,C,84,222,28,SAS,3,5,Universo De'Longhi Treviso (Italy),2011 Rnd 1 Pick 20,Lithuania
2019,Maybyner Nene,C,83,250,36,HOU,42,16,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
2019,Dirk Nowitzki,PF,84,245,40,DAL,51,20,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
2019,Zaza Pachulia,C,83,270,35,DET,68,15,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
2019,Tony Parker,G,74,185,36,CHA,56,17,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
2019,Miles Plumlee,C,83,249,30,ATL,18,6,Duke,2012 Rnd 1 Pick 26,United States
2019,Quincy Pondexter,F,79,230,30,SAS,53,8,Washington,2010 Rnd 1 Pick 26,United States
2019,Alex Poythress,F,81,235,25,ATL,21,2,Kentucky,"2016 NBA Draft, Undrafted",United States
2019,Zhou Qi,C,85,210,23,HOU,1,1,Xinjiang Guanghui (China),2016 Rnd 2 Pick 13,China
2019,Ivan Rabb,PF,82,220,22,MEM,49,1,California,2017 Rnd 2 Pick 5,United States
2019,Malachi Richardson,SF,78,205,23,TOR,22,2,Syracuse,2016 Rnd 1 Pick 22,United States
2019,Devin Robinson,F,79,200,23,WAS,7,1,Florida,"2017 NBA Draft, Undrafted",United States
2019,Brandon Sampson,SG,77,184,21,CHI,14,0,LSU,"2018 NBA Draft, Undrafted",United States
2019,Jordan Sibert,SG,76,187,26,ATL,1,0,Dayton,"2015 NBA Draft, Undrafted",United States
2019,Jonathon Simmons,G,78,195,29,"ORL, PHL",56,3,Houston,"2012 NBA Draft, Undrafted",United States
2019,Kobi Simmons,PG,77,166,21,CLE,1,1,Arizona,"2017 NBA Draft, Undrafted",United States
2019,Jason Smith,PF,84,240,32,"MIL, NOP, WAS",20,11,Colorado State,2007 Rnd 1 Pick 20,United States
2019,D.J. Stephens,GF,77,188,28,MEM,1,1,Memphis,"2013 NBA Draft, Undrafted",United States
2019,Milos Teodosic,PG,77,196,31,LAC,15,1,Olympiacos (Greece),"2009 NBA Draft, Undrafted",Serbia
2019,Jared Terrell,SG,75,215,24,MIN,14,0,Rhode Island,"2018 NBA Draft, Undrafted",United States
2019,Ekpe Udoh,PF,82,245,31,UTA,51,6,Baylor,2010 Rnd 1 Pick 6,United StatesNigeria
2019,Tyler Ulis,PG,70,149,23,CHI,1,2,Kentucky,2016 Rnd 2 Pick 4,United States
2019,Dwyane Wade,SG,76,220,37,MIA,72,15,Marquette,2003 Rnd 1 Pick 5,United States
2019,Julian Washburn,SG,80,210,27,MEM,18,0,UTEP,"2015 NBA Draft, Undrafted",United States
2019,Thomas Welsh,C,84,255,23,DEN,11,0,UCLA,2018 Rnd 2 Pick 28,United States
2019,Okaro White,F,80,205,26,WAS,3,2,Florida State,"2014 NBA Draft, Undrafted",United States
2019,Alan Williams,FC,80,265,26,BRK,5,3,UC Santa Barbara,"2015 NBA Draft, Undrafted",United States
2019,C.J. Williams,SG,77,234,29,MIN,15,1,NC State,"2012 NBA Draft, Undrafted",United States
2019,Troy Williams,SF,79,210,24,SAC,21,2,Indiana,"2016 NBA Draft, Undrafted",United States
2019,Guerschon Yabusele,PF,80,260,23,BOS,41,1,Rouen Metropole Basket (France),2016 Rnd 1 Pick 16,France
2019,Nick Young,SG,79,210,33,DEN,4,11,USC,2007 Rnd 1 Pick 16,United States
2018,Arron Afflalo,SG,77,210,32,ORL,53,10,UCLA,2007 Rnd 1 Pick 27,United States
2018,Cole Aldrich,C,83,253,29,MIN,21,7,Kansas,2010 Rnd 1 Pick 11,United States
2018,Tony Allen,SG,76,213,36,NOP,22,13,Oklahoma State,2004 Rnd 1 Pick 25,United States
2018,Darrell Arthur,PF,81,235,29,DEN,19,9,Kansas,2008 Rnd 1 Pick 27,United States
2018,Jamel Artis,F,79,213,25,ORL,15,0,Pittsburgh,"2017 NBA Draft, Undrafted",United States
2018,Omer Asik,C,84,255,31,"CHI, NOP",18,7,Fenerbahce Ulker (Turkey),2008 Rnd 2 Pick 6,Turkey
2018,Luke Babbitt,SF,81,225,28,"ATL, MIA",50,7,Nevada,2010 Rnd 1 Pick 16,United States
2018,Jabari Bird,SG,78,198,23,BOS,13,0,California,2017 Rnd 2 Pick 26,United States
2018,Tarik Black,PF,81,250,26,HOU,51,3,Kansas,"2014 NBA Draft, Undrafted",United States
2018,Vander Blue,SG,76,196,25,LAL,5,2,Marquette,"2013 NBA Draft, Undrafted",United States
2018,Joel Bolomboy,FC,81,235,24,MIL,6,1,Weber State,2016 Rnd 2 Pick 22,United StatesRussia
2018,Trevor Booker,PF,80,228,30,"BRK, IND, PHL",68,7,Clemson,2010 Rnd 1 Pick 23,United States
2018,Aaron Brooks,G,72,161,33,MIN,32,9,Oregon,2007 Rnd 1 Pick 26,United States
2018,Anthony Brown,GF,79,225,25,MIN,1,2,Stanford,2015 Rnd 2 Pick 4,United States
2018,Bobby Brown,PG,74,175,33,HOU,20,3,Cal State Fullerton,"2007 NBA Draft, Undrafted",United States
2018,Markel Brown,SG,75,190,26,HOU,4,2,Oklahoma State,2014 Rnd 2 Pick 14,United States
2018,Nicolas Brussino,G,80,195,24,ATL,4,1,Regatas Corrientes (Argentina),"2015 NBA Draft, Undrafted",Argentina
2018,Dwight Buycks,G,75,190,28,DET,29,2,Marquette,"2011 NBA Draft, Undrafted",United States
2018,Mario Chalmers,G,74,190,31,MEM,66,8,Kansas,2008 Rnd 2 Pick 4,United States
2018,Gian Clavell,G,76,185,24,DAL,7,0,Brujos de Guayama (United States),"2017 NBA Draft, Undrafted",Puerto RicoUnited States
2018,Kyle Collinsworth,G,78,210,26,DAL,32,0,Brigham Young,"2016 NBA Draft, Undrafted",United States
2018,Nick Collison,FC,82,255,37,OKC,15,14,Kansas,2003 Rnd 1 Pick 12,United States
2018,Charles Cooke,G,77,195,23,NOP,13,0,Dayton,"2017 NBA Draft, Undrafted",United States
2018,Jack Cooley,PF,82,265,26,SAC,7,1,Notre Dame,"2013 NBA Draft, Undrafted",United States
2018,Matt Costello,C,82,245,24,SAS,4,0,Michigan State,"2016 NBA Draft, Undrafted",United StatesIvory Coast
2018,Jordan Crawford,G,77,195,29,NOP,5,5,Xavier,2010 Rnd 1 Pick 27,United States
2018,Malcolm Delaney,SG,75,190,28,ATL,54,1,Virginia Tech,"2011 NBA Draft, Undrafted",United States
2018,Milton Doyle,G,76,185,24,BRK,10,0,Loyola (IL),"2017 NBA Draft, Undrafted",United States
2018,Larry Drew,G,74,180,27,"NOP, PHL",10,1,UCLA,"2013 NBA Draft, Undrafted",United States
2018,Jarell Eddie,SF,80,218,26,"BOS, CHI",3,3,Virginia Tech,"2014 NBA Draft, Undrafted",United States
2018,Tyler Ennis,PG,75,182,23,LAL,54,3,Syracuse,2014 Rnd 1 Pick 18,Canada
2018,Jeremy Evans,F,81,200,30,ATL,1,6,Western Kentucky,2010 Rnd 2 Pick 25,United States
2018,Kay Felder,PG,69,176,22,"CHI, DET",16,1,Oakland,2016 Rnd 2 Pick 24,United States
2018,Marcus Georges-Hunt,G,78,220,23,MIN,42,1,Georgia Tech,"2016 NBA Draft, Undrafted",United States
2018,Jonathan Gibson,PG,74,185,30,BOS,4,1,New Mexico State,"2010 NBA Draft, Undrafted",United States
2018,Manu Ginobili,SG,78,205,40,SAS,65,15,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina
2018,Aaron Harrison,GF,78,210,23,DAL,9,2,Kentucky,"2015 NBA Draft, Undrafted",United States
2018,Nigel Hayes,F,80,254,23,"LAL, SAC, TOR",9,0,Wisconsin,"2017 NBA Draft, Undrafted",United States
2018,Reggie Hearn,G,77,210,26,DET,3,0,Northwestern,"2013 NBA Draft, Undrafted",United States
2018,Myke Henry,SF,78,238,25,MEM,20,0,DePaul,"2016 NBA Draft, Undrafted",United States
2018,Darrun Hilliard,SG,78,220,24,SAS,14,2,Villanova,2015 Rnd 2 Pick 8,United States
2018,Josh Huestis,SF,79,230,26,OKC,69,2,Stanford,2014 Rnd 1 Pick 29,United States
2018,Vince Hunter,F,80,215,23,MEM,4,0,UTEP,"2015 NBA Draft, Undrafted",United States
2018,Jarrett Jack,G,75,200,34,NYK,62,12,Georgia Tech,2005 Rnd 1 Pick 22,United States
2018,Aaron Jackson,G,76,185,31,HOU,1,0,Duquesne,"2009 NBA Draft, Undrafted",United States
2018,Al Jefferson,FC,82,289,33,IND,36,13,Prentiss High School (Mississippi),2004 Rnd 1 Pick 15,United States
2018,Richard Jefferson,SF,79,233,37,DEN,20,16,Arizona,2001 Rnd 1 Pick 13,United States
2018,Brandon Jennings,G,73,170,28,MIL,14,8,Virtus Roma (Italy),2009 Rnd 1 Pick 10,United States
2018,Brice Johnson,PF,82,230,23,"LAC, MEM",18,1,North Carolina,2016 Rnd 1 Pick 25,United States
2018,Dakari Johnson,C,84,255,22,OKC,31,0,Kentucky,2015 Rnd 2 Pick 18,United States
2018,Omari Johnson,F,81,220,28,MEM,4,0,Oregon State,"2011 NBA Draft, Undrafted",JamaicaUnited States
2018,Sean Kilpatrick,SG,76,212,28,"BRK, CHI, LAC, MIL",52,3,Cincinnati,"2014 NBA Draft, Undrafted",United States
2018,Mindaugas Kuzminskas,SF,81,215,28,NYK,1,1,Siauliai (Lithuania),"2011 NBA Draft, Undrafted",Lithuania
2018,Shane Larkin,PG,71,175,25,BOS,54,3,Miami (FL),2013 Rnd 1 Pick 18,United StatesTurkey
2018,Joffrey Lauvergne,PF,83,260,26,SAS,55,3,KK Partizan (Serbia),2013 Rnd 2 Pick 25,France
2018,DeAndre Liggins,G,78,210,29,"MIL, NOP",58,4,Kentucky,2011 Rnd 2 Pick 23,United States
2018,Mangok Mathiang,C,82,230,25,CHA,4,0,Louisville,"2017 NBA Draft, Undrafted",AustraliaSouth Sudan
2018,James McAdoo,PF,81,230,25,PHI,3,3,North Carolina,"2014 NBA Draft, Undrafted",United States
2018,Erik McCree,F,80,228,24,UTA,4,0,Louisiana Tech,"2017 NBA Draft, Undrafted",United States
2018,Chris McCullough,PF,83,200,23,WAS,19,2,Syracuse,2015 Rnd 1 Pick 29,United States
2018,Trey McKinney Jones,SG,77,220,27,IND,1,0,Miami (FL),"2013 NBA Draft, Undrafted",United States
2018,Josh McRoberts,PF,82,240,31,DAL,2,10,Duke,2007 Rnd 2 Pick 7,United States
2018,Jordan Mickey,PF,80,235,23,MIA,23,2,LSU,2015 Rnd 2 Pick 3,United States
2018,Luis Montero,SF,79,185,24,DET,2,1,Westchester CC,"2015 NBA Draft, Undrafted",Dominican Republic
2018,Ben Moore,F,80,220,22,IND,2,0,Southern Methodist,"2017 NBA Draft, Undrafted",United States
2018,Timofey Mozgov,C,85,275,31,BRK,31,7,Khimki (Russia),"2008 NBA Draft, Undrafted",Russia
2018,Shabazz Muhammad,GF,77,225,25,"MIL, MIN",43,4,UCLA,2013 Rnd 1 Pick 14,United States
2018,Xavier Munford,G,75,180,25,MIL,6,1,Rhode Island,"2014 NBA Draft, Undrafted",United States
2018,Jameer Nelson,G,72,190,36,"DET, NOP",50,13,Saint Joseph's,2004 Rnd 1 Pick 20,United States
2018,Lucas Nogueira,C,84,241,25,TOR,49,3,Movistar Estudiantes (Spain),2013 Rnd 1 Pick 16,Brazil
2018,Johnny O'Bryant,FC,81,257,24,CHA,36,3,LSU,2014 Rnd 2 Pick 6,United States
2018,Emeka Okafor,FC,82,255,35,NOP,26,10,Connecticut,2004 Rnd 1 Pick 2,United States
2018,Chinanu Onuaku,C,81,250,21,HOU,1,1,Louisville,2016 Rnd 2 Pick 7,United States
2018,Marcus Paige,G,72,164,24,CHA,5,0,North Carolina,2016 Rnd 2 Pick 25,United States
2018,George Papagiannis,C,86,275,20,"POR, SAC",17,1,Panathinaikos (Greece),2016 Rnd 1 Pick 13,Greece
2018,Brandon Paul,G,76,200,26,SAS,64,0,Illinois,"2013 NBA Draft, Undrafted",United States
2018,Adreian Payne,C,82,237,27,ORL,5,3,Michigan State,2014 Rnd 1 Pick 15,United States
2018,Kendrick Perkins,C,82,270,33,CLE,1,13,Ozen High School (Texas),2003 Rnd 1 Pick 27,United States
2018,London Perrantes,G,73,194,23,CLE,14,0,Virginia,"2017 NBA Draft, Undrafted",United States
2018,Alec Peters,F,81,225,22,PHX,20,0,Valparaiso,2017 Rnd 2 Pick 24,United States
2018,Marshall Plumlee,PF,85,250,25,MIL,8,1,Duke,"2016 NBA Draft, Undrafted",United States
2018,Jacob Pullen,G,73,200,28,PHI,3,0,Kansas State,"2011 NBA Draft, Undrafted",United StatesGeorgia
2018,Rodney Purvis,G,76,205,24,ORL,16,0,Connecticut,"2017 NBA Draft, Undrafted",United States
2018,Tim Quarterman,G,78,195,23,HOU,3,1,LSU,"2016 NBA Draft, Undrafted",United States
2018,Zach Randolph,PF,81,260,36,SAC,59,16,Michigan State,2001 Rnd 1 Pick 19,United States
2018,Xavier Rathan-Mayes,SG,76,208,23,MEM,5,0,Florida State,"2017 NBA Draft, Undrafted",Canada
2018,Willie Reed,F,83,245,27,"DET, LAC",42,4,Saint Louis,"2011 NBA Draft, Undrafted",United States
2018,Ramon Sessions,G,75,190,31,"NYK, WAS",28,10,Nevada,2007 Rnd 2 Pick 26,United States
2018,Xavier Silas,SG,77,198,30,BOS,2,1,Northern Illinois,"2011 NBA Draft, Undrafted",United States
2018,Kyle Singler,F,80,228,29,OKC,12,5,Duke,2011 Rnd 2 Pick 3,United States
2018,Josh Smith,PF,81,225,32,NOP,3,12,Oak Hill Academy (Virginia),2004 Rnd 1 Pick 17,United States
2018,Marreese Speights,C,82,255,30,ORL,52,9,Florida,2008 Rnd 1 Pick 16,United States
2018,David Stockton,G,71,165,26,UTA,3,1,Gonzaga,"2014 NBA Draft, Undrafted",United States
2018,Julyan Stone,PG,78,200,29,CHA,23,3,UTEP,"2011 NBA Draft, Undrafted",United States
2018,Isaiah Taylor,G,75,170,23,ATL,67,1,Texas,"2016 NBA Draft, Undrafted",United States
2018,Marquis Teague,PG,74,180,25,MEM,3,2,Kentucky,2012 Rnd 1 Pick 29,United States
2018,Mirza Teletovic,PF,81,242,32,MIL,10,5,Baskonia (Spain),"2007 NBA Draft, Undrafted",Bosnia and Herzegovina
2018,Jason Terry,G,74,185,40,MIL,51,18,Arizona,1999 Rnd 1 Pick 10,United States
2018,Rashad Vaughn,SF,78,210,21,"BRK, MIL, ORL",28,2,UNLV,2015 Rnd 1 Pick 17,United States
2018,Jameel Warney,PF,80,260,24,DAL,3,0,Stony Brook,"2016 NBA Draft, Undrafted",United States
2018,Travis Wear,PF,81,219,27,LAL,17,1,UCLA,"2014 NBA Draft, Undrafted",United States
2018,James Webb III,F,81,202,24,BRK,10,0,Boise State,"2016 NBA Draft, Undrafted",United States
2018,Briante Weber,G,74,170,25,"HOU, MEM",18,2,VCU,"2015 NBA Draft, Undrafted",United States
2018,David West,PF,81,250,37,GSW,73,14,Xavier,2003 Rnd 1 Pick 18,United States
2018,Andrew White,F,79,210,24,ATL,15,0,Syracuse,"2017 NBA Draft, Undrafted",United States
